session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,scenario_id,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,handover_start_s,handover_end_s
SYNTH_KB27_V3_5436_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB27,B9-104,122.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,18,1,0,1,1,0,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,5.0,,0.8366,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.1675,5.146,0.2848,4.598,6.319,0.7961,0.7928,,,2,0.6634,0.6634,0.8449,8.13,5.69,5.69,1.0,1.0,1.0,0,100.0,0.0,113.0,116.8
SYNTH_KB27_V4_4605_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB27,B9-104,105.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,18,1,1,0,1,0,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,9.0,,0.8861,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.2796,5.258,0.3677,4.547,6.553,0.8018,0.7987,,,6,0.7142,0.7271,0.8714,6.6,3.77,3.77,1.0,1.0,1.0,0,100.0,0.0,99.0,102.8
SYNTH_KB27_V2_3028_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB27,B9-103,115.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,116,20,1,1,1,1,0,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,15.0,,0.8891,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2455,5.1565,0.4148,4.455,6.527,0.806,0.8049,,,12,0.7154,0.7172,0.8823,5.17,2.59,2.59,1.0,1.0,1.0,0,100.0,0.0,110.0,113.8
SYNTH_KB27_V5_7937_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB27,B9-104,48.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,49,13,1,1,1,1,1,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,10.0,,0.8679,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2073,5.0775,0.4611,4.219,6.605,0.7954,0.7919,,,7,0.6707,0.6795,0.8898,18.37,12.24,12.24,1.0,1.0,1.0,0,100.0,0.0,40.0,43.8
SYNTH_KB27_BQ_8655_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB27,B9-104,122.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,21,1,0,0,0,0,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,18.0,,0.91,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.2598,5.164,0.4017,4.658,6.461,0.8005,0.805,,,15,0.6956,0.6883,0.8948,4.88,2.44,2.44,1.0,1.0,1.0,0,100.0,0.0,117.0,120.8
SYNTH_KB27_V1_6790_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB27,B9-104,268.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,269,32,0,0,0,0,0,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,16.0,,0.8667,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.0951,5.053,0.3256,4.215,6.403,0.7995,0.8013,,,13,0.6858,0.6874,0.9138,7.06,5.95,5.95,1.0,1.0,1.0,0,100.0,0.0,250.0,253.8
SYNTH_KB27_BT_1286_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB27,B9-104,116.8,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,117,19,1,1,0,0,0,1.0,3.8,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.5,3.5,0.0,3.5,3.5,3.5,success,12.0,,0.8869,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.1893,5.1345,0.3084,4.688,6.109,0.8013,0.8026,,,9,0.6955,0.6922,0.8848,5.98,3.42,3.42,1.0,1.0,1.0,0,100.0,0.0,110.0,113.8
SYNTH_KB09_V2_1612_FWD,VALID,,V2,Reliable Handover,NONE,KB09,B9-104,90.112,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,89,11,1,1,1,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,53.248,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,89,5.1876,5.218,0.2083,4.792,5.618,,,,,9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB09_V5_8168_FWD,VALID,,V5,Full HARMONY,NONE,KB09,B9-104,79.464,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,78,10,1,1,1,1,1,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,2.064,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,78,5.1699,5.155,0.2947,4.368,5.918,,,,,19,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB09_BQ_7814_FWD,VALID,,BQ,Quality-Threshold Baseline,NONE,KB09,B9-EXIT,74.898,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,74,10,1,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,7.182,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,74,5.087,5.084,0.2343,4.504,5.667,,,,,33,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB09_V4_8420_FWD,VALID,,V4,No Map-ID Check,NONE,KB09,B9-104,76.684,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,77,10,1,1,0,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,6.054,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,77,5.0613,5.037,0.2641,4.459,5.851,,,,,26,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB09_BT_3772_FWD,VALID,,BT,Quality + Dwell Baseline,NONE,KB09,B9-104,72.1,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,71,10,1,1,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,7.21,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,71,5.101,5.126,0.2311,4.635,5.595,,,,,12,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB09_V3_7039_FWD,VALID,,V3,No Dwell Time,NONE,KB09,B9-104,89.697,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,88,11,1,0,1,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,51.55,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,88,5.179,5.1645,0.2693,4.487,5.909,,,,,15,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB09_V1_3432_FWD,VALID,,V1,Fixed Geometric,NONE,KB09,B9-104,47.403,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,47,7,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,9.274,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,47,5.0151,5.001,0.1592,4.646,5.347,,,,,14,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
SYNTH_KB29_V1_7770_FWD,VALID,,V1,Fixed Geometric,MULTI_HANDOVER,KB29,B9-104,544.744,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,534,63,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.848,3.848,0.0,3.848,3.848,3.848,success,287.912,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,502,5.0908,5.0615,0.3119,4.419,6.67,0.8001,0.8004,,,13,0.6867,0.6889,0.864,5.24,4.12,4.12,2.0,0.0,0.0,0,,,,
SYNTH_KB29_V3_6180_FWD,VALID,,V3,No Dwell Time,MULTI_HANDOVER,KB29,B9-104,256.714,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,251,35,1,0,1,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.842,3.842,0.0,3.842,3.842,3.842,success,137.276,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,228,5.1708,5.156,0.2896,4.473,6.229,0.7998,0.8024,,,4,0.6962,0.7016,0.8665,7.57,5.18,5.18,2.0,0.0,0.0,0,,,,
SYNTH_KB29_V4_1852_FWD,VALID,,V4,No Map-ID Check,MULTI_HANDOVER,KB29,B9-104,223.642,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,221,36,1,1,0,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.806,3.806,0.0,3.806,3.806,3.806,success,126.65,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,202,5.2737,5.226,0.341,4.629,6.619,0.7997,0.8033,,,6,0.7055,0.6955,0.8575,6.79,4.07,4.07,2.0,0.0,0.0,0,,,,
SYNTH_KB29_BQ_4032_FWD,VALID,,BQ,Quality-Threshold Baseline,MULTI_HANDOVER,KB29,B9-104,252.95,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,250,42,1,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.809,3.809,0.0,3.809,3.809,3.809,success,147.838,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,236,5.2316,5.136,0.4043,4.614,6.509,0.7987,0.7982,,,15,0.6984,0.6928,0.8796,4.0,1.6,1.6,2.0,0.0,0.0,0,,,,
SYNTH_KB29_V5_1159_FWD,VALID,,V5,Full HARMONY,MULTI_HANDOVER,KB29,B9-104,108.518,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,25,1,1,1,1,1,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.809,3.809,0.0,3.809,3.809,3.809,success,69.604,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,84,5.1978,5.1015,0.4573,4.593,6.557,0.7891,0.7959,,,7,0.6943,0.6917,0.8701,16.98,11.32,11.32,2.0,0.0,0.0,0,,,,
SYNTH_KB29_V2_8524_FWD,VALID,,V2,Reliable Handover,MULTI_HANDOVER,KB29,B9-103,244.546,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,239,40,1,1,1,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.842,3.842,0.0,3.842,3.842,3.842,success,142.346,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,224,5.2215,5.1495,0.3958,4.432,6.578,0.7938,0.7978,,,12,0.7068,0.7075,0.8706,4.6,2.09,2.09,2.0,0.0,0.0,0,,,,
SYNTH_KB29_BT_8842_FWD,VALID,,BT,Quality + Dwell Baseline,MULTI_HANDOVER,KB29,B9-104,248.845,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,243,38,1,1,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: multi-handover scenario.,1.0,,2,0,1,0,1,0,0,0,2,0.0,0,0,1,2,True,2,2,0,0,2,3.845,3.845,0.0,3.845,3.845,3.845,success,142.485,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,224,5.2129,5.167,0.3903,4.501,6.416,0.7975,0.7971,,,9,0.7064,0.7095,0.8574,6.17,3.7,3.7,2.0,0.0,0.0,0,,,,
SYNTH_KB23_V2_4565_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB23,B9-103,117.41,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,116,20,1,1,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,15.21,,0.9015,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2202,5.114,0.3934,4.282,6.641,0.796,0.7945,,,12,0.6897,0.6905,0.8981,5.17,2.59,2.59,1.0,1.0,1.0,0,100.0,0.0,111.54,115.382
SYNTH_KB23_V3_1350_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB23,B9-104,124.508,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,19,1,0,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,5.07,,0.8817,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.2235,5.205,0.2914,4.632,6.329,0.7983,0.7963,,,2,0.6883,0.6883,0.8786,7.32,4.88,4.88,1.0,1.0,1.0,0,100.0,0.0,114.582,118.424
SYNTH_KB23_V4_3934_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB23,B9-104,106.01,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,18,1,1,0,1,0,1.0,3.806,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.506,3.506,0.0,3.506,3.506,3.506,success,9.018,,0.8886,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.2865,5.259,0.3526,4.467,6.52,0.797,0.795,,,6,0.7285,0.7236,0.8844,6.6,3.77,3.77,1.0,1.0,1.0,0,100.0,0.0,99.198,103.004
SYNTH_KB23_BT_1327_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB23,B9-104,118.54,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,117,19,1,1,0,0,0,1.0,3.845,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.545,3.545,0.0,3.545,3.545,3.545,success,12.18,,0.847,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2127,5.1675,0.3769,4.496,6.391,0.8003,0.7996,,,9,0.7013,0.6853,0.8687,5.98,3.42,3.42,1.0,1.0,1.0,0,100.0,0.0,111.65,115.495
SYNTH_KB23_V1_9203_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB23,B9-104,273.088,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,269,34,0,0,0,0,0,1.0,3.848,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.548,3.548,0.0,3.548,3.548,3.548,success,16.256,,0.9317,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.0555,5.018,0.3186,4.392,6.237,0.8011,0.8009,,,13,0.7118,0.7157,0.9108,5.58,4.46,4.46,1.0,1.0,1.0,0,100.0,0.0,254.0,257.848
SYNTH_KB23_V5_3686_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB23,B9-104,48.944,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,49,13,1,1,1,1,1,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,10.03,,0.8797,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2504,5.1045,0.4969,4.633,6.684,0.7971,0.7923,,,7,0.7131,0.7249,0.8853,18.37,12.24,12.24,1.0,1.0,1.0,0,100.0,0.0,40.12,43.929
SYNTH_KB23_BQ_1679_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB23,B9-104,123.166,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,21,1,0,0,0,0,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,18.054,,0.9647,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.2462,5.127,0.4294,4.558,6.526,0.7986,0.7994,,,15,0.6969,0.6904,0.9264,4.88,2.44,2.44,1.0,1.0,1.0,0,100.0,0.0,117.351,121.16
SYNTH_KB26_V3_3753_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB26,B9-104,124.508,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,19,1,0,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,5.07,,0.9019,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.1915,5.156,0.2901,4.412,6.224,0.8001,0.8037,,,2,0.7405,0.7405,0.8907,8.13,5.69,5.69,1.0,1.0,1.0,0,100.0,0.0,114.582,118.424
SYNTH_KB26_BQ_7823_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB26,B9-104,123.166,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,22,1,0,0,0,0,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,18.054,,0.8396,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.2424,5.155,0.4075,4.472,6.351,0.7991,0.7985,,,15,0.6953,0.685,0.8732,4.88,2.44,2.44,1.0,1.0,1.0,0,100.0,0.0,117.351,121.16
SYNTH_KB26_V4_7389_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB26,B9-104,106.01,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,19,1,1,0,1,0,1.0,3.806,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.506,3.506,0.0,3.506,3.506,3.506,success,9.018,,0.8419,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.3049,5.263,0.3157,4.779,6.546,0.7989,0.8022,,,6,0.7199,0.7242,0.8724,6.6,3.77,3.77,1.0,1.0,1.0,0,100.0,0.0,99.198,103.004
